WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum_&_Vola;Kursperform 6 M;Kursperform_1_J;Delta_52_Wochen_Hoch;Vola_1_J;Bewertung;KUV;Free_Cash_Flow;PEG_Ratio;KGV_(2023);KGV_(2024);Kursziel;Wachstum;Umsatzwachstum_ueber_5_J;EPS-Wachstum_ueber_5_J;Umsatzwachstum_(2023);Umsatzwachstum_(2024);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2023);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2024);Qualitaet_und_Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet_dritten_Grades;Liquiditaet_zweiten_Grades;Verhaeltnis_aus_Schulden_zum_EK;Verhaeltnis_aus_Schulden_und_Vermoegenswerten;Zinsdeckungsgrad;Dividende_&_Aktienrueckkaeufe;Gesamtrendite;Payout_Ratio;Dividende_(2023);Dividende_(2024
850663;The Coca-Cola Co.;US1912161007;Getränke - Alkoholfreie;Defensive Konsumgüter;29;66;-14,44;-2,22;-15,81;0,144;15;5,32;28,47;2,53;20,71;19,66;20,94;47;30,83;74,58;4,35;4,07;19,83;5,55;43;42,88;32,00;25,99;1,15;0,77;162,41;42,20;1.424,94;45;3,56;80,37;3,20;3,50
851995;PepsiCo Inc.;US7134481081;Getränke - Alkoholfreie;Defensive Konsumgüter;13;61;-13,50;-7,29;-18,50;0,153;13;2,45;45,86;2,49;21,24;19,74;19,03;45;42,49;-14,57;6,65;4,47;17,08;7,62;15;43,60;11,73;18,60;0,80;0,58;230,65;42,91;1.240,04;42;3,39;70,48;3,10;3,30
A14U5Z;Monster Beverage Corp. (NEW);US61174X1090;Getränke - Alkoholfreie;Defensive Konsumgüter;77;76;-6,40;14,77;-16,87;0,224;13;7,91;78,05;1,39;32,59;27,89;23,30;89;88,26;73,33;13,57;11,90;36,52;16,86;100;19,59;27,22;84,71;4,76;3,68;0,03;0,03;-;5;0,84;-;0,00;0,00
A2JQPZ;Keurig Dr Pepper Inc.;US49271V1008;Getränke - Alkoholfreie;Defensive Konsumgüter;27;37;-18,58;-23,47;-27,54;0,188;34;2,81;21,34;2,47;16,13;15,01;28,31;79;99,99;230,42;5,88;4,49;76,66;7,46;24;6,33;16,89;48,47;0,47;0,27;54,06;26,20;348,05;43;4,28;76,73;2,90;3,00
A2AJ8Q;Coca-Cola European Partn. PLC;GB00BDCPN049;Getränke - Alkoholfreie;Defensive Konsumgüter;52;86;-7,03;14,44;-11,87;0,174;59;1,51;19,74;-;14,79;13,71;19,51;66;60,13;95,48;6,49;6,15;11,36;7,82;18;22,08;12,72;25,41;0,89;0,60;159,89;40,62;1.593,89;63;3,01;51,06;3,40;3,70
A2PFRC;Dow Inc.;US2605571031;Chemikalien;Grundstoffe;43;61;-11,23;4,91;-19,23;0,241;36;0,73;9,32;3,47;21,69;13,09;14,13;10;-10,91;-63,31;-22,34;3,91;-64,08;65,76;49;9,01;6,38;34,19;1,81;1,03;80,64;27,57;1.019,94;89;8,55;44,59;5,70;5,90
BASF11;BASF SE;DE000BASF111;Chemikalien;Grundstoffe;56;43;-14,66;-9,55;-24,04;0,253;77;0,49;16,00;0,60;11,69;9,38;18,82;40;20,78;-31,30;-16,71;3,64;402,49;24,97;21;-4,53;0,38;46,85;1,83;0,89;52,94;24,80;265,05;94;8,77;56,67;8,20;8,00
A0DP2A;Celanese Corp. (Del.);US1508701034;Chemikalien;Grundstoffe;36;80;10,55;23,45;-10,85;0,356;35;1,27;20,74;4,10;12,84;9,43;13,62;59;56,18;1,03;15,53;5,08;-48,04;36,11;23;24,16;12,37;21,46;1,63;0,88;268,33;57,57;450,86;49;2,23;15,92;2,40;2,40
856200;Solvay S.A.;BE0003470755;Chemikalien;Grundstoffe;66;72;-8,91;6,54;-14,28;0,233;78;0,71;10,31;1,37;8,11;8,51;31,45;8;12,03;58,15;-21,23;1,89;-26,91;-4,70;57;12,31;10,18;51,32;1,44;0,79;27,89;14,31;1.922,88;69;3,86;22,13;3,80;3,90
;Univar Solutions Inc.;;Chemikalien;Grundstoffe;54;97;access denied;access denied;access denied;access denied;53;-;-;-;12,64;10,63;instrument n/a;36;27,37;134,43;-4,19;1,18;-13,07;18,88;40;17,53;6,54;34,90;-;-;-;-;-;42;-;-;0,90;2,00
920332;The Goldman Sachs Group Inc.;US38141G1040;Börsen;Finanzdienstleistungen;32;50;-12,10;-7,00;-22,40;0,232;33;2,34;33,54;2,33;12,82;8,68;25,00;45;26,26;-7,41;-2,82;10,67;-22,30;47,22;14;7,80;-;8,13;-;-;276,65;22,49;-;79;8,60;29,94;3,50;3,80
885836;Morgan Stanley;US6174464486;Börsen;Finanzdienstleistungen;30;39;-18,14;-6,79;-26,88;0,254;20;2,49;neg.;2,39;13,01;10,93;23,77;59;44,55;17,37;8,58;6,30;-9,38;22,51;19;10,23;-;8,48;-;-;245,87;20,86;-;86;9,54;49,19;4,40;4,80
874171;Schwab Corp., Charles;US8085131055;Börsen;Finanzdienstleistungen;26;22;-3,31;-26,96;-40,71;0,410;28;4,64;105,19;1,04;16,22;13,21;33,70;59;88,48;27,66;-8,02;9,58;-10,42;22,81;43;20,76;-;6,63;-;-;103,47;6,86;-;63;8,01;25,43;2,00;2,10
875072;Raymond James Financial Inc.;US7547301090;Börsen;Finanzdienstleistungen;66;55;1,42;-4,06;-23,11;0,286;35;2,01;neg.;1,13;11,42;10,25;20,20;76;61,12;115,30;6,64;7,74;18,07;11,47;73;18,01;-;11,68;-;-;35,20;4,11;-;57;6,04;8,70;1,70;1,90
A2PGG8;Tradeweb Markets Inc.;US8926721064;Börsen;Finanzdienstleistungen;81;98;23,20;37,55;-4,94;0,289;5;14,33;30,56;3,55;37,88;33,13;11,67;87;99,98;67,37;10,62;12,03;44,21;14,31;94;6,77;36,63;79,13;2,80;2,75;0,56;0,45;7.003,36;30;0,87;21,62;0,40;0,50
866953;The Home Depot Inc.;US4370761029;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;29;67;-4,93;4,08;-17,42;0,237;29;1,94;29,19;1,77;19,54;18,83;20,02;27;41,62;55,47;4,13;-2,65;7,47;-9,17;32;2.065,27;14,96;2,04;1,41;0,26;3.224,33;65,88;1.490,04;63;5,15;46,67;2,34;2,90
859545;Lowe's Companies Inc.;US5486611073;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;30;58;-9,39;4,85;-19,39;0,266;44;1,25;21,65;1,12;20,10;14,25;27,85;40;23,11;371,70;0,84;-9,55;-15,53;31,34;14;-;10,60;-32,61;1,10;0,07;1.824,01;86,93;878,97;67;10,67;38,84;2,02;2,30
A2DQHZ;Floor & Decor Holdings Inc.;US3397501012;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;17;36;-16,36;23,02;-28,71;0,426;11;2,10;neg.;-;34,19;28,11;27,64;82;162,43;100,54;5,22;14,97;-14,66;21,70;46;17,46;8,78;38,09;1,45;0,11;105,05;40,01;3.562,22;1;0,00;-;0,00;0,00
812861;Kingfisher PLC;GB0033195214;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;40;26;-21,39;-9,05;-30,69;0,282;65;0,33;10,06;50,41;8,75;8,88;17,49;13;12,15;149,57;-0,94;0,35;-40,95;-4,58;42;5,02;4,43;55,05;1,30;0,18;38,45;21,17;573,64;89;11,07;52,77;4,44;5,90
871059;Fiskars Oy AB;FI0009000400;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;60;62;-4,25;-0,67;-19,33;0,267;48;1,23;92,68;0,60;17,03;12,76;21,13;33;0,66;-12,75;-9,82;13,09;-27,89;33,52;50;8,32;9,17;52,45;1,49;0,70;52,99;27,80;1.316,67;84;5,24;66,12;5,40;5,70
870153;Honeywell International Inc.;US4385161066;Konglomerate;Industrie;35;69;-7,32;-0,24;-17,46;0,195;25;3,43;30,41;1,85;19,90;18,18;19,06;33;-11,57;0,62;4,23;5,40;24,92;9,50;47;31,30;20,62;26,81;1,25;0,88;123,00;32,98;1.640,82;56;4,33;54,61;2,30;2,50
851745;3M Co.;US88579Y1010;Konglomerate;Industrie;21;27;-17,34;-25,66;-35,15;0,273;54;1,49;16,36;3,42;9,74;8,96;27,47;10;-3,43;-2,21;-7,56;3,04;-12,94;9,09;17;-13,60;-7,92;31,69;1,54;0,90;114,49;36,28;1.483,55;91;7,79;58,55;7,10;7,20
A14V64;Poste Italiane S.p.A.;IT0003796171;Konglomerate;Industrie;70;78;-3,88;4,56;-13,23;0,205;94;0,40;0,21;-;6,42;6,39;28,32;10;-59,29;33,95;-62,21;1,57;23,89;0,18;23;16,56;8,03;3,40;0,52;0,49;150,75;5,12;4.851,02;92;6,78;56,13;7,80;8,20
901432;Nolato AB;SE0015962477;Konglomerate;Industrie;-;30;-13,48;-2,06;-32,19;0,432;9;1,21;282,51;3,79;-;-;;-;-;-;-;-;-;-;78;11,54;7,94;53,88;1,80;1,20;35,85;19,32;1.662,50;45;4,24;73,36;-;-
882803;Schouw & Co. AS;DK0010253921;Konglomerate;Industrie;-;40;-23,01;-8,72;-27,99;0,202;38;0,30;39,16;3,11;-;-;;-;-;-;-;-;-;-;32;7,83;4,40;36,38;1,59;0,68;64,53;23,48;786,32;42;3,70;-;-;-
855681;Intel Corp.;US4581401001;Halbleiter;Technologie;30;83;19,02;30,89;-11,90;0,385;20;2,73;neg.;1,74;55,52;20,31;3,47;19;-25,89;-86,15;-16,73;12,03;-67,53;174,09;62;-0,91;-4,23;55,70;1,57;1,01;41,42;23,07;1.666,13;30;2,76;75,26;1,90;1,50
918422;NVIDIA Corp.;US67066G1040;Halbleiter;Technologie;80;78;54,55;235,26;-16,85;0,519;33;32,15;276,38;0,90;83,14;38,85;57,74;89;367,36;527,43;0,22;102,99;-54,81;506,93;85;40,22;34,74;53,67;3,52;2,61;54,44;29,21;1.695,80;26;0,76;9,20;0,08;0,00
A2JG9Z;Broadcom Inc.;US11135F1012;Halbleiter;Technologie;80;98;36,07;91,99;-6,72;0,319;36;10,46;24,48;1,35;20,45;18,59;13,90;79;71,79;48,43;7,87;9,32;53,84;9,99;64;64,57;46,18;31,00;2,62;2,18;174,01;53,95;815,83;55;4,34;63,86;2,10;2,30
863186;Advanced Micro Devices Inc.;US0079031078;Halbleiter;Technologie;69;69;17,68;75,20;-22,41;0,488;31;7,55;53,99;1,17;37,17;24,77;37,47;95;253,10;709,40;-3,13;20,00;223,76;50,07;81;-0,05;-1,07;81,02;2,36;1,57;5,23;4,24;1.445,45;5;0,92;-;0,00;0,00
852654;Texas Instruments Inc.;US8825081040;Halbleiter;Technologie;56;50;-15,07;-6,47;-20,58;0,252;28;7,41;24,59;2,47;20,44;19,59;22,27;19;14,04;27,86;-10,12;7,15;-23,23;4,47;86;50,93;48,05;53,58;4,70;3,67;62,28;33,37;4.787,85;66;4,33;50,80;3,40;3,60
853260;Johnson & Johnson;US4781601046;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;39;67;-6,29;-9,09;-15,27;0,162;41;4,57;22,92;5,05;15,19;14,13;15,67;31;3,87;76,98;-10,75;3,64;47,70;7,49;36;17,23;17,22;40,99;0,99;0,77;51,64;21,17;7.971,38;61;3,82;66,12;3,00;3,10
858560;Eli Lilly and Company;US5324571083;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;56;100;53,00;72,12;-6,90;0,267;9;18,59;125,06;1,73;60,29;46,61;1,27;94;55,01;210,84;16,73;16,76;40,84;28,75;47;66,27;25,98;21,52;1,05;0,63;152,48;32,81;2.152,59;32;0,96;56,81;0,80;0,90
A0YD8Q;Merck & Co. Inc.;US58933Y1055;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;61;70;-11,21;7,60;-13,97;0,192;65;4,45;19,29;0,85;34,06;12,23;20,39;49;40,18;29,41;0,01;5,52;-47,15;178,51;39;7,59;10,99;42,13;1,47;0,93;66,73;28,12;1.809,36;58;3,03;48,34;2,90;3,20
A1J84E;AbbVie Inc.;US00287Y1091;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;32;70;-10,38;-0,01;-12,53;0,199;51;4,73;13,03;5,92;13,31;13,26;14,46;47;63,48;201,62;-7,76;-0,91;66,46;0,32;15;62,76;22,64;12,43;0,96;0,69;366,70;45,58;704,35;55;4,67;86,12;3,90;4,20
855167;Roche Holding AG;CH0012032048;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;52;40;-9,46;-24,45;-25,91;0,177;60;3,36;17,40;3,53;12,90;11,82;28,92;31;5,86;51,72;-4,91;4,76;20,15;9,08;53;42,66;25,65;31,75;1,24;0,87;94,83;30,11;2.466,23;74;4,42;61,81;4,00;4,20
850628;JPMorgan Chase & Co.;US46625H1005;Banken - diversifiziert;Finanzdienstleistungen;69;91;2,29;17,77;-9,68;0,213;49;3,04;4,95;2,97;8,63;9,35;19,37;59;47,26;84,58;24,53;-0,50;37,90;-7,68;41;17,11;-;7,97;-;-;116,27;9,27;-;61;3,99;33,09;2,80;3,00
858388;Bank of America Corp.;US0605051046;Banken - diversifiziert;Finanzdienstleistungen;24;35;-10,92;-24,15;-31,35;0,255;38;2,20;neg.;7,41;7,70;8,10;27,93;17;11,03;30,48;6,43;-0,20;7,31;-4,91;36;11,41;-;8,95;-;-;110,88;9,93;-;72;5,23;26,96;3,50;3,80
857949;Wells Fargo & Co.;US9497461015;Banken - diversifiziert;Finanzdienstleistungen;65;56;-1,91;-9,30;-16,78;0,277;80;1,91;12,03;0,61;8,10;8,31;23,83;25;-5,00;16,48;11,26;-2,09;58,37;-2,61;34;9,47;-;9,56;-;-;108,62;10,39;-;77;8,43;36,62;3,20;3,60
923893;HSBC Holdings PLC;GB0005405286;Banken - diversifiziert;Finanzdienstleistungen;86;97;6,13;35,68;-9,40;0,269;92;1,97;4,26;0,72;5,93;5,92;32,87;27;3,49;102,25;-1,73;-0,71;69,89;0,38;34;12,79;-;6,32;-;-;108,94;6,88;-;58;5,47;170,00;8,40;10,40
852173;Royal Bank of Canada;CA7800871021;Banken - diversifiziert;Finanzdienstleistungen;43;50;-12,99;-17,70;-21,61;0,171;47;2,97;17,88;1,41;9,98;9,59;20,10;45;23,75;33,68;7,87;7,64;1,22;4,17;17;14,26;-;5,64;-;-;393,45;22,18;-;80;4,92;44,85;4,80;5,10
856958;McDonald's Corp.;US5801351017;Restaurants;Zyklische Konsumgüter;39;72;-11,65;1,77;-13,46;0,145;20;7,79;43,18;1,70;22,42;20,91;22,44;59;19,46;51,86;9,54;6,37;37,74;7,25;45;-;46,49;-11,90;1,43;1,24;340,33;96,56;748,33;55;3,62;67,95;2,40;2,50
884437;Starbucks Corp.;US8552441094;Restaurants;Zyklische Konsumgüter;13;63;-13,42;6,78;-18,06;0,237;16;3,08;50,42;1,30;27,30;23,26;17,66;75;45,18;5,71;11,28;10,74;21,28;17,49;4;-;15,54;-31,12;0,77;0,49;807,19;85,08;976,35;36;2,82;70,67;2,30;2,50
A0ESP5;Chipotle Mexican Grill Inc.;US1696561059;Restaurants;Zyklische Konsumgüter;52;78;2,54;18,89;-15,29;0,288;11;5,52;64,58;1,39;42,23;34,90;17,00;94;101,58;583,80;13,58;12,90;34,52;20,91;73;45,29;15,82;34,18;1,28;1,14;157,57;53,86;12.100,78;6;1,05;-;0,00;0,00
A2DR6K;Compass Group PLC;GB00BD6K4575;Restaurants;Zyklische Konsumgüter;43;89;-0,85;8,41;-12,12;0,200;25;1,19;27,90;1,30;23,62;20,54;11,38;77;36,79;21,10;22,64;6,93;37,94;15,01;23;23,63;6,20;31,33;0,95;0,83;83,03;26,01;1.294,31;55;4,06;50,32;2,10;2,40
909190;Yum! Brands, Inc.;US9884981013;Restaurants;Zyklische Konsumgüter;15;70;-13,53;8,18;-16,15;0,167;20;4,97;40,10;1,50;22,96;20,40;21,06;54;27,33;9,18;5,86;7,93;13,19;12,52;4;-;32,03;-151,83;0,97;0,63;431,17;216,58;415,37;50;3,89;50,66;1,90;2,10
A0YD8Q;Merck & Co. Inc.;US58933Y1055;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;61;70;-11,23;7,58;-13,98;0,192;65;4,45;19,29;0,85;34,06;12,23;20,41;49;40,18;29,41;0,01;5,52;-47,15;178,51;39;7,59;10,99;42,13;1,47;0,93;66,73;28,12;1.809,36;58;3,03;48,34;2,90;3,20
858560;Eli Lilly and Company;US5324571083;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;56;100;;;-6,80;0,267;9;18,59;125,06;1,73;60,29;46,61;1,21;94;55,01;210,84;16,73;16,76;40,84;28,75;47;66,27;25,98;21,52;1,05;0,63;152,48;32,81;2.152,59;32;0,96;56,81;0,80;0,90
853260;Johnson & Johnson;US4781601046;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;39;67;;;-15,26;0,162;41;4,57;22,92;5,05;15,19;14,13;15,65;31;3,87;76,98;-10,75;3,64;47,70;7,49;36;17,23;17,22;40,99;0,99;0,77;51,64;21,17;7.971,38;61;3,82;66,12;3,00;3,10
A1J84E;AbbVie Inc.;US00287Y1091;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;32;70;;;-12,53;0,199;51;4,73;13,03;5,92;13,31;13,26;14,49;47;63,48;201,62;-7,76;-0,91;66,46;0,32;15;62,76;22,64;12,43;0,96;0,69;366,70;45,58;704,35;55;4,67;86,12;3,90;4,20
855167;Roche Holding AG;CH0012032048;Arzneimittelhersteller - Allgemeines;Gesundheitswesen;52;40;-9,46;-24,45;-25,91;0,177;60;3,36;17,40;3,53;12,90;11,82;28,92;31;5,86;51,72;-4,91;4,76;20,15;9,08;53;42,66;25,65;31,75;1,24;0,87;94,83;30,11;2.466,23;74;4,42;61,81;4,00;4,20
870747;Microsoft Corp.;US5949181045;Software-Infrastruktur;Technologie;80;93;16,58;35,67;-10,44;0,292;11;11,64;42,38;2,42;36,89;29,71;21,09;79;87,29;115,61;6,88;11,22;0,31;13,35;92;38,82;43,07;50,06;1,77;1,54;29,08;14,56;4.638,16;36;1,73;28,10;0,80;0,90
871460;Oracle Corp.;US68389X1054;Software-Infrastruktur;Technologie;29;83;7,09;40,59;-19,86;0,281;34;5,92;45,49;1,25;34,96;18,40;26,38;87;36,06;81,77;17,71;7,60;27,39;76,00;4;-;26,36;0,80;0,91;0,74;8.432,53;67,33;360,37;40;1,82;46,91;1,51;1,40
871981;Adobe Inc.;US00724F1012;Software-Infrastruktur;Technologie;73;97;44,58;78,07;-5,02;0,345;9;13,61;34,73;2,07;34,13;30,21;9,89;91;114,57;201,61;10,05;12,29;57,20;12,98;91;33,97;35,06;51,72;1,11;1,00;32,97;17,05;5.464,29;10;2,08;-;0,00;0,00
A1JZ0Q;Palo Alto Networks Inc.;US6974351057;Software-Infrastruktur;Technologie;39;89;27,32;50,84;-8,06;0,396;15;12,97;29,88;1,75;386,54;45,79;14,68;99;182,68;1.741,40;25,29;18,92;-;268,28;25;44,90;8,51;12,06;0,78;0,68;129,87;15,66;2.862,44;6;0,38;-;-;0,00
883703;Synopsys Inc.;US8716071076;Software-Infrastruktur;Technologie;61;98;25,97;59,60;-5,86;0,298;6;13,66;46,35;2,20;42,64;37,34;9,27;93;86,72;282,44;14,68;13,01;72,22;14,21;81;17,89;20,00;58,57;1,09;0,85;11,90;6,97;65.795,76;7;1,44;-;0,00;0,00
866993;NIKE Inc.;US6541061031;Schuhe und Accessoires;Zyklische Konsumgüter;47;52;-18,91;16,45;-21,51;0,296;16;3,14;34,62;1,90;30,33;27,73;16,15;47;35,95;45,79;9,65;3,83;-13,87;13,69;80;33,91;11,32;37,31;2,72;1,60;86,72;32,36;71.025,00;49;5,18;41,02;1,29;1,40
A1EWWW;adidas AG;DE000A1EWWW0;Schuhe und Accessoires;Zyklische Konsumgüter;13;82;7,15;72,32;-9,88;0,382;20;1,31;neg.;0,88;4.637,33;38,34;10,28;21;-1,02;-100,27;-3,64;7,96;-100,68;19.448,56;14;-2,20;-0,27;24,59;1,27;0,41;129,41;31,82;383,21;36;2,28;20,96;0,20;1,00
894298;Deckers Outdoor Corp.;US2435371073;Schuhe und Accessoires;Zyklische Konsumgüter;87;87;2,17;37,76;-11,96;0,296;11;3,73;29,63;2,13;24,39;22,18;22,80;90;98,55;153,29;15,14;10,59;19,13;15,86;98;32,71;18,81;69,08;3,84;2,59;13,96;9,64;19.451,60;17;1,77;-;-;0,00
A3C20K;On Holding AG;CH1134540470;Schuhe und Accessoires;Zyklische Konsumgüter;49;30;-25,22;52,52;-32,21;0,564;2;9,20;neg.;-;49,45;32,63;44,65;99;772,92;12.354,38;46,16;30,55;151,38;51,55;79;4,27;3,17;70,14;4,33;2,59;16,54;11,60;1.911,63;1;0,00;-;0,00;0,00
696960;PUMA SE;DE0006969603;Schuhe und Accessoires;Zyklische Konsumgüter;49;51;-3,79;12,23;-25,48;0,355;42;0,91;56,21;1,09;21,36;15,46;37,66;83;92,12;87,98;5,50;9,39;-0,44;38,10;44;12,81;7,04;36,49;1,48;0,56;52,21;19,05;546,00;41;1,38;34,75;1,60;2,20
852062;The Procter & Gamble Co.;US7427181091;Haushalts- und persönliche Produkte;Defensive Konsumgüter;32;92;-4,97;15,55;-6,19;0,150;9;4,54;27,12;3,47;26,39;23,23;10,84;42;25,43;341,24;2,27;3,53;1,55;5,40;38;31,34;23,30;38,71;0,63;0,38;75,73;29,32;2.527,65;60;4,68;15,48;2,48;2,60
853888;L'Oréal S.A.;FR0000120321;Haushalts- und persönliche Produkte;Defensive Konsumgüter;52;75;-12,25;19,99;-14,09;0,225;6;5,22;37,85;4,04;31,41;28,90;11,41;68;53,70;73,94;8,21;6,91;13,67;8,68;81;21,69;19,53;58,02;1,02;0,54;20,79;12,06;9.996,75;41;1,72;56,55;1,70;1,80
A0JNE2;Unilever PLC;GB00B10RZP78;Haushalts- und persönliche Produkte;Defensive Konsumgüter;19;76;-8,03;-0,41;-10,13;0,132;24;1,96;23,66;34,92;17,36;16,23;11,52;13;17,64;-24,67;-0,17;3,11;-12,37;6,93;24;42,06;20,04;24,44;0,75;0,47;149,51;36,54;1.410,14;60;5,07;-;3,80;4,10
850667;Colgate-Palmolive Co.;US1941621039;Haushalts- und persönliche Produkte;Defensive Konsumgüter;19;80;-6,05;2,38;-10,87;0,157;9;3,22;37,49;2,38;23,20;21,39;12,29;47;24,46;14,48;7,68;3,69;48,34;8,48;32;2.878,85;15,88;2,55;1,28;0,57;2.311,97;58,93;1.692,81;30;4,49;109,39;2,70;2,80
A0M1W6;Reckitt Benckiser Group;GB00B24CGK77;Haushalts- und persönliche Produkte;Defensive Konsumgüter;26;80;-5,46;1,55;-10,23;0,161;22;2,77;24,14;4,54;17,77;16,57;17,36;25;17,93;9,93;2,78;3,35;3,25;7,26;29;24,57;21,89;32,85;0,63;0,36;94,08;30,91;1.416,31;61;3,23;56,45;3,20;3,40
A0B87V;Salesforce Inc;US79466L3024;Software-Anwendung;Technologie;56;76;5,34;28,19;-13,81;0,341;25;6,13;34,11;1,09;646,04;25,54;25,16;91;161,85;442,04;18,35;10,93;-85,81;3.720,08;51;2,67;12,98;59,04;1,02;0,90;24,14;14,25;347,40;23;4,06;-;-;0,00
716460;SAP SE;DE0007164600;Software-Anwendung;Technologie;47;96;0,13;27,65;-6,04;0,204;34;4,46;33,03;1,50;24,04;20,30;15,64;70;25,89;50,70;0,75;8,67;164,30;18,52;54;12,58;14,85;55,69;1,06;0,95;32,56;18,13;240,14;22;2,02;105,67;1,70;1,70
886053;Intuit Inc.;US4612021034;Software-Anwendung;Technologie;77;86;15,69;22,66;-8,40;0,350;8;10,38;31,97;2,28;64,69;31,12;9,72;94;136,26;173,20;12,90;11,55;15,66;92,75;84;14,14;22,53;62,16;1,47;1,26;38,73;24,08;1.305,24;34;1,98;37,05;0,61;0,70
A1JX4P;ServiceNow Inc.;US81762P1021;Software-Anwendung;Technologie;52;85;15,54;51,52;-11,05;0,384;15;14,03;53,55;1,69;54,57;44,33;18,07;98;241,52;6.543,32;22,98;21,75;518,94;23,05;55;25,61;8,41;37,84;1,11;1,00;44,36;16,78;1.577,78;0;0,00;-;0,00;0,00
A2PHHG;Uber Technologies Inc.;US90353T1007;Software-Anwendung;Technologie;13;85;40,84;54,21;-12,69;0,402;21;2,49;252,13;-;120,39;43,53;35,29;77;260,22;-85,49;17,90;16,96;-92,30;176,55;9;-4,88;0,64;22,86;1,04;0,88;151,76;34,69;-1.568,32;0;0,00;-;0,00;0,00
A0MLX4;Travelers Companies Inc.,The;US89417E1091;Sach- und Unfallversicherung;Finanzdienstleistungen;84;61;-9,29;-7,80;-16,47;0,204;73;1,02;6,92;0,61;14,11;9,37;17,36;70;31,95;28,23;8,29;9,29;0,88;43,73;54;9,92;7,10;18,63;-;-;33,82;6,30;1.055,56;66;7,33;31,18;2,40;2,60
865496;Progressive Corp.;US7433151039;Sach- und Unfallversicherung;Finanzdienstleistungen;77;95;15,15;27,33;-3,16;0,299;44;1,67;15,06;0,27;30,43;20,36;-0,59;94;89,99;15,21;22,44;13,70;330,83;49,50;43;10,92;4,32;21,06;-;-;40,20;8,47;478,69;34;0,42;33,90;0,30;2,10
A0Q636;Chubb Ltd.;CH0044328745;Sach- und Unfallversicherung;Finanzdienstleistungen;83;88;4,27;5,73;-9,61;0,203;68;1,94;8,97;0,72;11,20;10,12;16,26;59;26,50;118,42;-4,14;6,66;47,51;10,67;66;11,20;16,93;25,38;-;-;29,44;7,47;1.252,28;48;4,00;26,22;1,60;1,70
886429;Allstate Corp., The;US0200021014;Sach- und Unfallversicherung;Finanzdienstleistungen;33;78;7,60;3,86;-12,27;0,273;34;0,62;8,65;3,44;neg.;10,62;3,55;29;27,74;-145,65;-1,07;9,15;-150,55;345,57;20;-16,32;-5,77;17,84;-;-;45,57;8,13;-454,63;72;7,77;65,32;2,90;3,00
A0RNQW;Intact Financial Corp.;CA45823T1066;Sach- und Unfallversicherung;Finanzdienstleistungen;74;73;-0,74;-11,84;-12,99;0,170;51;1,67;20,13;0,49;18,67;14,05;13,06;76;108,48;118,20;4,25;7,58;-22,35;32,92;59;9,14;9,19;23,71;-;-;33,40;7,92;1.762,15;49;2,26;29,72;2,30;2,50
869561;UnitedHealth Group Inc.;US91324P1021;Gesundheitsprogramme;Gesundheitswesen;56;89;8,06;-1,01;-5,33;0,225;52;1,45;23,31;1,52;21,17;18,89;12,14;80;62,64;100,29;13,51;6,90;16,14;12,04;25;27,21;8,75;31,65;0,77;0,65;74,09;23,45;1.359,23;42;2,66;30,22;1,40;1,50
A12FMV;Elevance Health Inc;US0367521038;Gesundheitsprogramme;Gesundheitswesen;73;63;-1,19;-10,49;-16,76;0,255;77;0,68;18,07;1,02;13,86;12,35;24,37;77;85,22;126,66;8,94;3,72;31,21;12,38;41;17,40;5,65;35,33;-;-;66,42;23,46;1.012,93;45;3,66;15,48;1,30;1,30
A2PA9L;Cigna Group (The);US1255231003;Gesundheitsprogramme;Gesundheitswesen;91;88;20,42;2,34;-9,32;0,249;76;0,51;16,24;1,03;12,43;10,91;8,52;89;294,97;131,87;6,56;19,85;15,07;13,89;36;14,54;5,18;31,18;-;-;69,29;21,60;780,21;58;8,91;21,03;1,30;1,70
859034;CVS Health Corp.;US1266501006;Gesundheitsprogramme;Gesundheitswesen;52;41;-4,90;-24,68;-33,38;0,240;95;0,27;11,75;0,31;8,13;8,12;29,57;72;81,03;1.407,52;9,23;-2,91;173,66;0,11;6;3,79;1,87;31,11;0,94;0,62;99,60;30,99;346,09;56;7,31;71,82;3,40;3,60
