WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum & Vola;Kursperform 6 M;Kursperform 1 J;Delta 52 Wochen Hoch;Vola 1 J;Bewertung;KUV;Free Cash Flow;PEG Ratio;KGV (2023);KGV (2024);Kursziel;Wachstum;Umsatzwachstum ueber 5 J;EPS-Wachstum ueber 5 J;Umsatzwachstum (2023);Umsatzwachstum (2024);Wachstum des verwaesserten Gewinns je Aktie (2023);Wachstum des verwaesserten Gewinns je Aktie (2024);Qualitaet und Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet dritten Grades;Liquiditaet zweiten Grades;Verhaeltnis aus Schulden zum EK;Verhaeltnis aus Schulden und  Vermoegenswerten;Zinsdeckungsgrad;Dividende & Aktienrueckkaeufe;Gesamtrendite;Payout Ratio;Dividende (2023);Dividende (2024
A0LD6E;Gerresheimer AG;DE000A0LD6E6;Medizinische Geräte und Materialien;Gesundheitswesen;37;87;9,86;79,28;-14,74;0,346;46;1,66;neg.;1,23;23,30;18,68;28,34;81;47,79;9,43;11,24;10,19;46,98;24,73;11;7,90;10,20;37,05;0,74;0,40;98,24;36,40;603,71;38;1,26;40,85;1,20;1,30
888024;Intuitive Surgical Inc.;US46120E6023;Medizinische Geräte und Materialien;Gesundheitswesen;60;59;-7,36;30,49;-23,05;0,310;10;14,77;102,00;3,34;49,39;42,36;28,20;91;91,55;68,70;14,65;14,64;49,95;16,60;97;11,92;24,34;85,11;4,40;3,65;0,73;0,64;-;11;2,29;-;0,00;0,00
863195;EssilorLuxottica S.A.;FR0000121667;Medizinische Geräte und Materialien;Gesundheitswesen;60;72;-9,85;0,57;-13,25;0,214;33;2,92;25,86;3,03;24,15;21,84;18,44;74;135,34;62,88;4,10;5,43;39,14;10,59;55;6,19;12,94;61,85;1,10;0,59;32,58;20,15;2.043,59;46;2,04;66,87;2,10;2,30
857675;Becton Dickinson & Co.;US0758871091;Medizinische Geräte und Materialien;Gesundheitswesen;47;86;-0,96;15,05;-9,72;0,194;41;3,91;53,98;1,40;21,22;19,20;15,77;70;20,77;1.872,02;2,29;5,41;106,18;10,47;34;6,15;11,78;47,76;1,04;0,41;63,54;30,35;547,99;40;1,41;48,47;1,60;1,70
A2PDXE;ALCON N;CH0432492467;Medizinische Geräte und Materialien;Gesundheitswesen;47;83;7,53;13,22;-11,53;0,228;22;4,23;89,45;2,25;26,95;23,45;26,23;65;-;-;6,20;6,36;13,51;14,96;77;-;7,83;67,37;1,87;1,07;25,76;17,35;445,52;18;0,30;-;0,30;0,40
A1JXCV;Grand City Properties S.A.;LU0775917882;Immobilien-Dienstleistungen;Immobilien;20;38;15,26;-14,51;-27,61;0,427;22;3,76;25,61;-;neg.;neg.;20,56;5;-12,29;-205,84;20,75;0,97;-505,51;-109,66;41;-8,16;-114,53;47,15;3,67;2,21;76,08;35,87;587,61;88;11,12;28,76;3,20;7,10
922134;CoStar Group Inc.;US22160N1090;Immobilien-Dienstleistungen;Immobilien;52;78;12,53;7,43;-15,92;0,281;7;13,89;79,05;3,07;62,37;53,55;26,49;91;106,42;88,37;12,73;15,94;33,89;16,46;86;5,92;15,68;81,76;13,92;13,75;16,09;13,16;13.902,37;0;0,00;-;0,00;0,00
A1JLYH;CBRE Group Inc.;US12504L1098;Immobilien-Dienstleistungen;Immobilien;43;55;-3,38;2,90;-22,08;0,297;69;0,74;17,48;1,67;17,64;13,81;29,96;61;47,38;26,38;2,02;8,37;-9,27;27,75;45;10,42;3,00;38,28;1,03;0,92;44,47;17,02;3.111,05;19;4,54;-;0,00;0,00
A14RZD;Cellnex Telecom S.A.;ES0105066007;Immobilien-Dienstleistungen;Immobilien;2;35;-26,08;-12,59;-28,17;0,261;16;6,42;1.415,17;-;neg.;neg.;59,48;27;373,23;-863,75;26,40;5,25;-179,27;-145,51;2;-2,33;4,88;32,13;0,99;0,84;147,45;47,38;21,71;28;0,05;52,55;0,20;0,30
A1ML7J;Vonovia SE;DE000A1ML7J1;Immobilien-Dienstleistungen;Immobilien;9;44;10,42;-4,80;-26,78;0,413;56;3,09;28,56;4,28;9,63;10,74;35,08;8;-23,68;-38,88;-65,75;1,70;166,31;-10,33;1;-20,42;-134,17;30,90;0,98;0,42;145,82;45,06;-17,59;79;3,76;54,97;5,00;6,20
840221;Hannover Rück SE;DE0008402215;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;98;10,27;26,20;-2,97;0,185;52;0,78;5,96;1,16;13,73;11,73;-1,31;59;51,93;72,94;-8,80;4,70;30,37;16,99;51;17,03;7,73;9,31;-;-;68,11;6,34;1.865,54;58;2,41;42,88;3,10;3,40
843002;Münchener Rück. (Munich Re) AG;DE0008430026;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;100;12,33;39,24;-2,21;0,166;49;0,69;neg.;0,74;11,39;10,20;3,19;52;27,07;111,83;-4,48;4,32;33,56;11,73;49;11,05;5,05;7,05;-;-;30,63;2,16;1.501,05;66;3,99;47,10;3,30;3,50
A1H81M;Swiss Re AG;CH0126881561;Versicherungen - Rückversicherung;Finanzdienstleistungen;81;99;14,82;35,14;-1,53;0,207;72;0,65;15,00;0,07;9,66;8,33;1,36;76;27,05;723,35;1,77;4,40;592,02;15,98;27;12,82;6,00;7,44;-;-;86,92;6,47;214,21;53;6,10;400,00;6,40;6,80
580891;Everest Group Ltd;BMG3223R1088;Versicherungen - Rückversicherung;Finanzdienstleistungen;98;97;8,16;45,26;-0,99;0,271;85;1,21;4,99;0,97;7,75;6,88;8,94;97;103,16;2.305,50;23,20;17,39;245,23;12,63;56;12,19;10,85;21,12;-;-;36,54;7,72;682,18;41;1,80;42,79;1,70;1,80
896628;RenaissanceRe Holdings Ltd.;BMG7496G1033;Versicherungen - Rückversicherung;Finanzdienstleistungen;84;92;6,54;50,44;-0,34;0,318;63;1,32;7,86;3,62;7,18;7,12;11,49;94;287,49;532,25;57,82;34,71;21,74;0,87;40;6,47;11,08;14,57;-;-;21,98;3,20;-2.421,64;32;0,76;9,14;0,70;0,70
A13SX2;HELLA GmbH & Co. KGaA;DE000A13SX22;Autoteile;Zyklische Konsumgüter;48;61;-7,33;-6,42;-13,55;0,229;23;1,08;35,44;-;24,32;19,50;-3,26;15;21,05;-2,25;-3,35;0,79;-1,24;1,61;76;7,95;4,24;42,46;1,72;1,04;12,34;5,24;1.094,33;35;0,40;16,56;1,20;1,50
A3DW3V;Mobileye Global;US60741F1049;Autoteile;Zyklische Konsumgüter;-;33;-19,51;23,75;-25,48;0,548;4;15,31;66,76;-;-;-;;-;-;-;-;-;-;-;57;-0,94;-3,74;95,81;3,95;3,37;-;-;-33,33;-;-;-;-;-
A1JPLB;Aptiv PLC;JE00B783TY65;Autoteile;Zyklische Konsumgüter;56;43;-13,26;7,05;-26,32;0,335;52;1,36;78,88;0,72;19,41;14,88;39,89;85;39,45;17,19;15,10;9,66;141,56;30,53;61;10,32;8,76;40,25;1,60;1,07;79,02;31,81;552,05;29;0,35;22,86;0,10;0,20
A3DL84;Michelin;FR001400AJ45;Autoteile;Zyklische Konsumgüter;73;89;3,10;9,65;-6,41;0,210;56;0,71;16,22;6,99;9,01;8,72;14,66;27;30,54;37,65;0,58;1,97;13,89;3,28;57;14,16;11,70;48,41;1,67;0,78;42,90;20,77;863,22;80;4,30;44,80;5,00;5,30
868610;Magna International Inc.;CA5592224011;Autoteile;Zyklische Konsumgüter;66;47;3,33;-11,38;-22,81;0,343;79;0,38;106,11;0,80;9,81;7,92;27,69;72;-;-;7,55;5,39;9,45;23,84;40;8,38;3,55;39,35;1,14;0,73;46,39;18,26;796,83;51;4,68;89,16;3,50;3,60
A16140;HelloFresh SE;DE000A161408;Restaurants;Zyklische Konsumgüter;14;36;0,84;22,94;-26,37;0,560;29;0,61;neg.;-;28,31;16,58;23,39;88;511,43;74,03;2,82;9,84;19,99;70,73;13;6,60;1,91;37,93;0,94;0,55;69,27;26,28;824,64;6;0,02;-;0,00;0,00
856958;McDonald's Corp.;US5801351017;Restaurants;Zyklische Konsumgüter;38;66;-12,02;2,11;-14,47;0,146;24;7,60;42,86;1,66;22,16;20,66;24,61;59;19,58;52,01;9,65;6,58;37,88;7,46;45;-;46,49;-11,90;1,43;1,24;340,33;96,56;748,33;55;3,62;67,95;2,40;2,50
884437;Starbucks Corp.;US8552441094;Restaurants;Zyklische Konsumgüter;13;59;-12,42;7,12;-18,82;0,238;18;3,10;50,29;1,30;27,12;23,09;18,93;75;45,21;5,73;11,30;10,81;21,32;17,61;4;-;15,54;-31,12;0,77;0,49;807,19;85,08;976,35;36;2,82;70,67;2,30;2,50
A0ESP5;Chipotle Mexican Grill Inc.;US1696561059;Restaurants;Zyklische Konsumgüter;52;74;2,35;20,53;-15,37;0,289;13;5,49;64,19;1,38;42,39;35,06;16,84;94;101,68;583,95;13,63;12,88;34,54;20,80;73;45,29;15,82;34,18;1,28;1,14;157,57;53,86;12.100,78;6;1,05;-;0,00;0,00
A2DR6K;Compass Group PLC;GB00BD6K4575;Restaurants;Zyklische Konsumgüter;43;88;-1,69;7,41;-12,12;0,200;25;1,19;27,90;1,30;23,81;20,70;11,42;77;36,77;21,06;22,62;6,93;37,88;15,12;23;23,63;6,20;31,33;0,95;0,83;83,03;26,01;1.294,31;55;4,06;50,32;2,10;2,40
607000;HOCHTIEF AG;DE0006070006;Ingenieurwesen und Bau;Industrie;49;99;14,96;73,70;-8,71;0,221;50;0,25;13,97;2,80;13,05;12,29;2,24;22;14,71;-14,87;4,48;3,08;5,78;6,19;21;49,32;3,39;6,20;1,11;0,97;500,27;30,99;454,60;78;4,18;59,88;4,70;5,00
867475;VINCI S.A.;FR0000125486;Ingenieurwesen und Bau;Industrie;47;78;-9,75;7,77;-10,54;0,173;54;0,90;12,32;2,42;12,27;11,34;25,84;52;51,75;51,16;7,67;3,43;7,71;8,16;18;17,52;11,38;23,16;0,86;0,65;119,60;27,70;859,75;75;3,81;53,55;4,50;4,90
912294;Quanta Services Inc.;US74762E1029;Ingenieurwesen und Bau;Industrie;73;78;2,84;29,77;-19,16;0,268;44;1,45;41,31;0,95;24,33;20,47;28,94;93;77,37;268,32;16,05;9,28;106,78;18,86;57;10,68;5,26;39,98;1,63;1,52;73,85;29,53;665,99;29;0,29;8,73;0,20;0,20
A1XBPS;WSP Global Inc.;CA92938W2022;Ingenieurwesen und Bau;Industrie;48;98;11,11;23,81;-4,41;0,189;8;1,75;43,39;16,44;27,84;24,35;11,43;68;37,99;183,89;-8,55;6,69;88,21;14,32;59;9,40;6,52;40,47;1,09;1,05;68,00;27,52;592,04;32;0,78;41,90;0,80;0,80
A3DTNN;Jacobs Engineering Group Inc.;US46982L1089;Ingenieurwesen und Bau;Industrie;78;98;17,01;18,41;-4,24;0,230;35;1,11;60,99;1,30;18,42;16,09;17,81;86;52,92;521,87;8,42;6,98;46,47;14,52;65;11,91;6,98;41,34;1,45;1,40;68,73;28,41;974,20;37;2,19;14,82;0,80;0,80
A1PHFF;HUGO BOSS AG;DE000A1PHFF7;Bekleidungsherstellung;Zyklische Konsumgüter;67;62;-12,93;25,59;-22,31;0,232;53;1,18;28,46;1,84;15,65;12,42;35,09;81;49,88;9,83;14,77;9,90;23,56;25,95;48;22,13;8,97;35,71;1,33;0,37;82,89;29,60;1.193,96;50;1,67;32,89;2,30;3,00
872318;H & M Hennes & Mauritz AB;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;39;58;1,22;31,89;-16,78;0,379;51;1,08;13,16;0,36;25,92;17,06;13,43;59;12,99;-21,96;6,35;4,04;176,02;51,92;24;12,37;4,33;27,88;1,16;0,43;143,10;39,90;657,49;66;4,91;-;4,30;4,70
A1W66W;Moncler S.p.A.;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;78;47;-19,03;18,39;-21,96;0,278;19;5,26;25,86;2,74;23,51;20,89;29,24;84;110,64;73,39;14,92;11,55;1,27;12,52;93;20,66;28,88;62,56;1,68;1,27;31,45;19,67;2.944,48;46;2,03;50,00;2,00;2,30
A1JD3A;Ralph Lauren Corp.;US7512121010;Bekleidungsherstellung;Zyklische Konsumgüter;66;72;0,47;26,73;-14,32;0,316;42;1,18;52,73;1,18;15,64;12,38;18,18;36;4,41;75,61;3,62;2,30;-6,07;21,70;69;22,12;11,46;35,80;2,23;1,44;118,57;42,45;1.812,62;68;6,68;29,68;2,57;2,70
857621;V.F. Corp.;US9182041080;Bekleidungsherstellung;Zyklische Konsumgüter;7;8;-17,53;-34,34;-46,48;0,491;59;0,55;neg.;0,46;21,41;9,34;20,31;13;11,86;-37,21;-1,94;-1,10;-91,22;546,11;8;3,86;2,10;20,80;1,45;0,68;280,03;58,26;124,82;47;8,02;115,79;-;6,10
KSAG88;K+S Aktiengesellschaft;DE000KSAG888;Landwirtschaftliche Betriebsstoffe;Grundstoffe;54;29;-6,81;-25,93;-28,03;0,318;43;0,67;6,59;9,50;17,55;15,34;17,48;11;-4,83;333,56;-32,29;-3,64;-87,89;13,74;86;16,18;30,46;67,95;2,40;1,76;75,64;32,09;7.643,11;81;7,26;12,69;5,00;3,30
A2PKRR;Corteva Inc.;US22052L1044;Landwirtschaftliche Betriebsstoffe;Grundstoffe;39;37;-17,22;-17,10;-25,14;0,239;44;2,11;141,65;0,91;18,23;15,57;34,33;47;25,76;-58,36;2,93;4,95;77,03;17,10;61;3,55;8,15;59,37;1,56;0,84;5,17;3,07;1.905,06;44;3,21;37,34;1,20;1,40
A2DWB8;Nutrien Ltd;CA67077M1086;Landwirtschaftliche Betriebsstoffe;Grundstoffe;47;22;-6,31;-30,04;-33,39;0,352;73;0,95;10,48;0,96;11,82;11,81;23,33;4;-;-;-14,00;-1,43;-30,71;0,16;57;14,24;17,50;47,30;1,14;0,50;46,20;21,85;2.182,52;80;16,07;13,54;3,40;3,40
A0ES9N;CF Industries Holdings Inc.;US1252691001;Landwirtschaftliche Betriebsstoffe;Grundstoffe;65;47;13,81;-15,82;-24,64;0,349;65;1,96;5,73;0,67;10,42;12,53;4,57;14;49,63;547,54;-40,76;-5,75;-50,80;-16,87;80;45,90;41,25;37,94;3,69;2,92;63,85;24,22;1.616,37;62;7,90;9,77;1,90;1,90
A1JFWK;Mosaic Co., The;US61945C1036;Landwirtschaftliche Betriebsstoffe;Grundstoffe;53;15;-18,16;-27,68;-36,16;0,383;81;0,75;5,49;0,19;9,18;10,58;16,56;11;39,98;227,09;-29,83;-10,03;-60,76;-13,87;67;17,96;17,46;51,55;1,18;0,47;31,59;16,28;2.850,30;71;11,59;5,59;2,60;2,30
KGX888;KION GROUP AG;DE000KGX8881;Farm & Schwere Baumaschinen;Industrie;40;63;-1,86;55,04;-14,99;0,416;74;0,39;neg.;0,28;11,25;9,53;30,14;50;42,12;-8,92;2,04;0,60;308,77;18,70;14;1,47;2,62;33,93;1,05;0,51;106,61;36,18;193,94;45;0,52;25,33;2,30;3,10
850598;Caterpillar Inc.;US1491231015;Farm & Schwere Baumaschinen;Industrie;56;92;16,62;40,57;-11,79;0,288;39;2,18;30,89;1,39;12,94;12,29;11,24;61;22,36;92,78;12,68;3,69;57,47;5,26;39;49,23;17,64;19,37;1,39;0,79;233,11;45,14;2.075,62;53;4,74;37,26;1,90;2,00
850866;Deere & Co.;US2441991054;Farm & Schwere Baumaschinen;Industrie;60;66;-2,08;2,94;-15,06;0,268;39;1,92;158,26;1,06;11,27;11,63;15,85;61;54,57;362,05;9,89;-0,87;44,81;-3,13;60;47,73;24,60;22,51;1,93;1,64;257,63;57,98;959,42;53;6,60;18,73;1,30;1,40
861114;Paccar Inc.;US6937181088;Farm & Schwere Baumaschinen;Industrie;73;98;15,25;38,28;-7,11;0,239;35;1,37;32,03;8,39;9,78;11,95;7,59;47;40,54;105,36;14,58;-9,38;48,55;-18,19;72;26,42;15,30;39,57;2,60;2,30;88,71;35,10;770,52;60;1,21;48,99;4,20;3,80
871229;Volvo (A);SE0000115420;Farm & Schwere Baumaschinen;Industrie;65;88;4,27;14,72;-4,49;0,266;49;0,89;64,16;1,69;8,89;11,27;10,31;45;35,47;106,83;11,83;-7,21;57,47;-20,34;43;24,77;10,46;25,87;1,28;0,91;126,02;32,60;3.840,83;74;3,08;43,51;7,10;3,60
KBX100;Knorr-Bremse AG;DE000KBX1006;Autoteile;Zyklische Konsumgüter;62;52;-9,25;19,08;-21,73;0,300;35;1,37;55,53;-;15,87;14,23;22,19;36;16,23;-5,45;7,55;2,91;14,84;11,58;84;20,55;10,41;31,97;1,65;1,07;-;-;1.560,00;58;2,45;47,85;3,00;3,40
A3DW3V;Mobileye Global;US60741F1049;Autoteile;Zyklische Konsumgüter;-;33;-19,51;23,75;-25,48;0,548;4;15,31;66,76;-;-;-;;-;-;-;-;-;-;-;57;-0,94;-3,74;95,81;3,95;3,37;-;-;-33,33;-;-;-;-;-
A1JPLB;Aptiv PLC;JE00B783TY65;Autoteile;Zyklische Konsumgüter;56;43;-13,26;7,05;-26,32;0,335;52;1,36;78,88;0,72;19,41;14,88;39,89;85;39,45;17,19;15,10;9,66;141,56;30,53;61;10,32;8,76;40,25;1,60;1,07;79,02;31,81;552,05;29;0,35;22,86;0,10;0,20
A3DL84;Michelin;FR001400AJ45;Autoteile;Zyklische Konsumgüter;73;89;3,10;9,65;-6,41;0,210;56;0,71;16,22;6,99;9,01;8,72;14,66;27;30,54;37,65;0,58;1,97;13,89;3,28;57;14,16;11,70;48,41;1,67;0,78;42,90;20,77;863,22;80;4,30;44,80;5,00;5,30
868610;Magna International Inc.;CA5592224011;Autoteile;Zyklische Konsumgüter;66;47;3,33;-11,38;-22,81;0,343;79;0,38;106,11;0,80;9,81;7,92;27,71;72;-;-;7,55;5,39;9,45;23,84;40;8,38;3,55;39,35;1,14;0,73;46,39;18,26;796,83;51;4,68;89,16;3,50;3,60
547040;LANXESS AG;DE0005470405;Spezialchemikalien;Grundstoffe;18;8;-40,71;-39,49;-56,06;0,341;64;0,24;neg.;0,49;neg.;11,46;50,32;11;6,63;-112,97;-10,04;3,32;-121,07;199,69;26;27,40;0,71;39,19;2,00;0,59;95,68;37,50;385,56;73;4,37;36,21;3,50;4,30
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;96;1,10;30,82;-5,66;0,210;8;5,70;34,27;3,07;26,64;24,46;13,78;61;123,66;4,96;-0,55;5,37;67,69;8,95;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;45;3,31;56,87;1,40;1,50
850133;Air Liquide-SA Ét.Expl.P.G.Cl.;FR0000120073;Spezialchemikalien;Grundstoffe;24;88;-2,00;17,12;-6,95;0,166;11;2,82;30,54;2,31;24,18;22,23;14,45;45;34,30;58,99;-5,73;5,02;22,91;8,73;27;13,74;15,86;47,93;0,93;0,54;56,35;27,01;1.166,38;45;1,90;55,98;2,00;2,20
854912;Air Products & Chemicals Inc.;US0091581068;Spezialchemikalien;Grundstoffe;56;80;-3,10;17,37;-13,75;0,239;13;4,93;233,92;1,67;24,70;22,04;17,34;57;42,73;68,01;0,37;6,39;12,94;11,86;76;15,77;22,45;48,34;1,81;1,51;63,35;30,62;2.252,11;50;2,42;14,01;2,40;2,60
856050;Sherwin-Williams Co.;US8243481061;Spezialchemikalien;Grundstoffe;13;78;3,64;16,91;-14,63;0,277;11;2,86;57,68;2,52;24,62;22,30;;54;30,16;147,83;3,04;3,19;25,76;10,52;11;80,01;14,94;13,73;0,99;0,46;403,21;55,36;758,42;37;2,04;31,15;0,90;1,00
LEG111;LEG Immobilien AG;DE000LEG1110;Immobilien-Dienstleistungen;Immobilien;3;38;5,89;-11,26;-26,05;0,410;23;4,13;43,44;-;neg.;neg.;35,09;1;1,97;-266,03;-31,83;2,55;-792,95;-109,87;3;-20,73;-160,89;42,41;1,00;0,91;104,44;44,29;455,24;77;7,73;18,74;3,50;3,60
922134;CoStar Group Inc.;US22160N1090;Immobilien-Dienstleistungen;Immobilien;52;78;12,53;7,43;-15,92;0,281;7;13,89;79,05;3,07;62,37;53,55;26,49;91;106,42;88,37;12,73;15,94;33,89;16,46;86;5,92;15,68;81,76;13,92;13,75;16,09;13,16;13.902,37;0;0,00;-;0,00;0,00
A1JLYH;CBRE Group Inc.;US12504L1098;Immobilien-Dienstleistungen;Immobilien;43;55;-3,38;2,90;-22,08;0,297;69;0,74;17,48;1,67;17,64;13,81;29,96;61;47,38;26,38;2,02;8,37;-9,27;27,75;45;10,42;3,00;38,28;1,03;0,92;44,47;17,02;3.111,05;19;4,54;-;0,00;0,00
A14RZD;Cellnex Telecom S.A.;ES0105066007;Immobilien-Dienstleistungen;Immobilien;2;35;-25,95;-12,44;-28,04;0,261;16;6,42;1.415,17;-;neg.;neg.;59,20;27;373,23;-863,75;26,40;5,25;-179,27;-145,51;2;-2,33;4,88;32,13;0,99;0,84;147,45;47,38;21,71;28;0,05;52,55;0,20;0,30
A1ML7J;Vonovia SE;DE000A1ML7J1;Immobilien-Dienstleistungen;Immobilien;9;44;10,48;-4,75;-26,74;0,413;56;3,09;28,56;4,28;9,63;10,74;35,02;8;-23,68;-38,88;-65,75;1,70;166,31;-10,33;1;-20,42;-134,17;30,90;0,98;0,42;145,82;45,06;-17,59;79;3,76;54,97;5,00;6,20
PAH003;Porsche Automobil Holding SE;DE000PAH0038;Automobilhersteller;Zyklische Konsumgüter;66;43;-6,61;-18,93;-24,18;0,226;85;81,30;21,94;0,05;2,70;2,74;52,58;5;-100,00;51,19;-100,00;-100,00;10,25;-1,54;61;6,18;4.058,76;87,46;0,27;0,11;13,79;12,07;7.340,63;89;5,49;16,39;7,20;7,80
A1CX3T;Tesla Inc.;US88160R1014;Automobilhersteller;Zyklische Konsumgüter;38;61;48,89;9,30;-18,91;0,592;2;9,43;103,04;2,25;74,04;53,98;4,36;95;361,93;760,55;21,69;26,29;-18,66;37,48;83;27,96;14,36;54,29;1,53;0,94;12,86;6,98;7.282,72;0;0,00;-;0,00;0,00
853510;Toyota Motor Corp.;JP3633400001;Automobilhersteller;Zyklische Konsumgüter;73;98;37,75;19,37;-9,16;0,208;31;0,92;neg.;2,91;10,45;9,83;13,11;85;40,01;104,79;18,40;13,90;-12,55;48,47;45;10,49;11,27;38,14;1,10;0,89;103,68;39,54;7.847,13;58;3,37;33,43;2,95;2,80
710000;Mercedes-Benz AG;DE0007100000;Automobilhersteller;Zyklische Konsumgüter;80;66;-9,01;8,84;-16,18;0,211;82;0,44;12,03;63,50;4,88;5,01;39,94;17;-8,07;92,47;2,56;2,17;-3,69;-2,59;51;18,69;14,05;32,85;1,16;0,74;98,83;32,47;4.855,04;94;7,89;38,38;8,20;8,20
519000;BMW AG;DE0005190003;Automobilhersteller;Zyklische Konsumgüter;91;80;-4,58;20,46;-15,23;0,221;92;0,37;7,68;0,26;5,27;5,72;14,01;27;54,39;71,67;4,85;1,72;-33,37;-7,67;51;11,28;11,32;35,28;1,09;0,73;82,14;28,98;10.321,30;89;8,82;31,12;6,00;5,60
PSM777;ProSiebenSat.1 Media SE;DE000PSM7770;Übertragungen;Kommunikationsdienstleistungen;16;11;-43,12;-19,23;-45,68;0,355;96;0,43;14,49;-;5,34;4,45;58,86;39;-2,13;-4,39;-5,75;3,33;5.110,72;19,94;3;-4,92;0,91;25,11;0,99;0,74;152,19;38,22;330,95;38;0,78;250,00;5,10;7,10
A2AHD2;Liberty Media Corp.;US5312298137;Übertragungen;Kommunikationsdienstleistungen;10;14;-1,65;-44,39;-46,15;0,777;87;0,74;11,01;-;9,18;8,53;38,25;19;;;-25,83;2,53;-29,43;7,55;11;10,42;19,38;;;;;;;22;6,10;;0,00;0,00
861149;RTL Group S.A.;LU0061462528;Übertragungen;Kommunikationsdienstleistungen;78;32;-30,79;-2,94;-33,44;0,229;79;0,78;21,26;-;9,78;8,13;26,40;22;;;-2,18;5,09;-22,26;20,38;63;12,69;10,17;;;;;;;98;10,77;;10,70;10,80
A0BLQP;ITV PLC;GB0033986497;Übertragungen;Kommunikationsdienstleistungen;67;32;-18,66;-5,96;-31,71;0,303;89;0,77;12,44;-;7,67;7,12;41,42;12;;;-1,08;3,03;-20,96;7,80;52;16,01;10,33;;;;;;;93;7,08;;7,70;7,90
A14VMF;TEGNA Inc.;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;85;21;-15,54;-29,41;-35,40;0,316;96;1,02;7,95;0,65;6,94;3,59;45,83;53;;;-9,73;15,44;-26,45;93,64;71;23,65;32,33;;;;;;;59;2,74;;2,90;3,20
696960;PUMA SE;DE0006969603;Schuhe und Accessoires;Zyklische Konsumgüter;44;43;;;;;42;0,91;56,85;1,09;21,85;15,82;34,18;82;92,25;87,98;5,57;9,37;-0,44;37,71;44;12,81;7,04;36,49;1,48;0,56;52,21;19,05;546,00;41;1,38;34,75;1,60;2,20
866993;NIKE Inc.;US6541061031;Schuhe und Accessoires;Zyklische Konsumgüter;47;49;;;;;18;3,09;34,75;1,87;30,33;27,91;15,36;47;35,95;45,79;9,65;3,83;-13,87;13,69;78;33,91;11,32;37,31;2,72;1,60;86,72;32,36;71.025,00;49;5,18;41,02;1,29;1,40
A1EWWW;adidas AG;DE000A1EWWW0;Schuhe und Accessoires;Zyklische Konsumgüter;13;83;;;;;19;1,31;neg.;0,88;neg.;39,87;5,46;21;-1,18;-102,48;-3,79;7,93;-106,25;1.958,21;14;-2,20;-0,27;24,59;1,27;0,41;129,41;31,82;383,21;36;2,28;20,96;0,20;1,00
894298;Deckers Outdoor Corp.;US2435371073;Schuhe und Accessoires;Zyklische Konsumgüter;87;90;;;;;12;3,60;30,07;2,13;24,39;22,66;20,05;90;98,53;153,23;15,14;10,58;19,13;15,84;98;32,71;18,81;69,08;3,84;2,59;13,96;9,64;19.451,60;17;1,77;-;-;0,00
A3C20K;On Holding AG;CH1134540470;Schuhe und Accessoires;Zyklische Konsumgüter;49;31;;;;;2;9,35;neg.;-;50,15;33,09;43,13;99;772,92;12.354,38;46,16;30,55;151,38;51,55;79;4,27;3,17;70,14;4,33;2,59;16,54;11,60;1.911,63;1;0,00;-;0,00;0,00
A2DKCH;Qiagen N.V.;NL0012169213;Medizinische Diagnostik und Forschung;Gesundheitswesen;36;47;-9,40;-17,88;-25,66;0,170;48;4,48;17,98;2,13;18,43;17,41;33,39;48;31,16;145,70;-8,02;6,61;10,96;5,88;72;9,76;23,85;55,13;2,46;1,90;54,34;29,96;978,39;5;0,16;-;0,00;0,00
857209;Thermo Fisher Scientific Inc.;US8835561023;Medizinische Diagnostik und Forschung;Gesundheitswesen;56;44;-17,44;-7,58;-23,38;0,245;49;4,39;30,48;1,86;20,94;19,25;29,50;70;78,84;205,39;-3,01;5,52;25,77;8,96;66;13,30;16,63;45,27;1,48;1,06;78,42;35,50;1.179,20;34;2,32;6,81;0,30;0,30
866197;Danaher Corp.;US2358511028;Medizinische Diagnostik und Forschung;Gesundheitswesen;32;29;-17,53;-20,59;-27,26;0,306;27;5,12;23,41;7,98;25,13;24,00;21,38;29;65,70;115,54;-10,23;-1,34;-16,86;4,93;83;13,03;24,89;59,37;1,89;1,30;41,41;24,59;4.029,86;30;0,42;10,35;0,40;0,50
888210;IDEXX Laboratories Inc.;US45168D1046;Medizinische Diagnostik und Forschung;Gesundheitswesen;11;50;-13,31;26,78;-24,69;0,337;14;10,42;94,95;3,64;43,32;38,20;35,01;83;66,30;126,21;9,30;10,01;20,90;13,41;21;102,06;29,86;22,16;0,89;0,49;241,49;53,52;2.257,59;5;0,71;-;0,00;0,00
